src_url,english_names,japanese_names
https://en.wikipedia.org/wiki/K%C5%8Dki_Hirota,Kōki Hirota,廣田 弘毅
https://en.wikipedia.org/wiki/Bonnie_Pink,Kaori Asada,浅田 香織
https://en.wikipedia.org/wiki/Mao_Inoue,Mao Inoue,今井 茜
https://en.wikipedia.org/wiki/Tadanobu_Asano,Tadanobu Satō,佐藤 忠信
https://en.wikipedia.org/wiki/Mina_Fukui,Mina Fukui,福井 未菜
https://en.wikipedia.org/wiki/Takahisa_Masuda,Takahisa Masuda,増田 貴久
https://en.wikipedia.org/wiki/Shota_Yasuda,Kanjani Eight,関ジャニ∞（エイト）
https://en.wikipedia.org/wiki/Hattori_Hanz%C5%8D,Hattori Hanzō,服部 半蔵
https://en.wikipedia.org/wiki/Shigefumi_Mori,Shigefumi Mori,森 重文
https://en.wikipedia.org/wiki/Amago_clan,The Amago clan,尼子氏
https://en.wikipedia.org/wiki/Alisa_Durbrow,Alisa Yuriko Durbrow,アリサ・ユリコ・ダーブロウ
https://en.wikipedia.org/wiki/Y%C5%8Dsui_Inoue,Yōsui Inoue,井上 陽水
https://en.wikipedia.org/wiki/Lady_Saig%C5%8D,Lady Saigō,西郷局; 西郷の局 Saigō no Tsubone
https://en.wikipedia.org/wiki/Toshi_Kubota,"Toshinobu ""Toshi"" Kubota",久保田 利伸
https://en.wikipedia.org/wiki/Tachibana_Ginchiyo,Tachibana Ginchiyo,立花 誾千代
https://en.wikipedia.org/wiki/Peter_Takeo_Okada,Peter Takeo Okada,岡田 武夫
https://en.wikipedia.org/wiki/Takuan_S%C5%8Dh%C5%8D,Takuan Sōhō,沢庵 宗彭
https://en.wikipedia.org/wiki/Minamoto_no_Tameyoshi,Minamoto no Tameyoshi,源 為義
https://en.wikipedia.org/wiki/Shimazu_Takahisa,Shimazu Takahisa,島津 貴久
https://en.wikipedia.org/wiki/Ukita_Naoie,Ukita Naoie,宇喜多 直家
https://en.wikipedia.org/wiki/Emi_Watanabe,Emi Kathleen Watanabe,渡部 絵美
https://en.wikipedia.org/wiki/Maeda_Toshiie,Maeda Toshiie,前田 利家
https://en.wikipedia.org/wiki/Nobuhiro_Kiyotaki,Nobuhiro Kiyotaki FBA,清滝 信宏
https://en.wikipedia.org/wiki/Komatsuhime,Komatsuhime,小松姫
https://en.wikipedia.org/wiki/Takenaka_Shigeharu,Takenaka Shigeharu,竹中 重治
https://en.wikipedia.org/wiki/Kiyoshiro_Imawano,Kiyoshiro Imawano,忌野 清志郎
https://en.wikipedia.org/wiki/Gam%C5%8D_Ujisato,Gamō Ujisato,蒲生 氏郷
https://en.wikipedia.org/wiki/Matsudaira_Sadanobu,Matsudaira Sadanobu,松平 定信
https://en.wikipedia.org/wiki/Maeda_Keiji,Maeda Toshimasu,前田 利益
https://en.wikipedia.org/wiki/Tanaka_Koki,KAT-TUN,カトゥーン
https://en.wikipedia.org/wiki/Yoshiki_(musician),Yoshiki Hayashi,林 佳樹
https://en.wikipedia.org/wiki/Mihiro,Mihiro Taniguchi,谷口 みひろ
https://en.wikipedia.org/wiki/Daiki_Arioka,Daiki Arioka,有岡 大貴
https://en.wikipedia.org/wiki/Shigeru_Miyamoto,Shigeru Miyamoto,宮本 茂
https://en.wikipedia.org/wiki/Uchimura_Kanz%C5%8D,Uchimura Kanzō,内村 鑑三
https://en.wikipedia.org/wiki/M%C5%8Dri_Motonari,Mōri Motonari,毛利 元就
https://en.wikipedia.org/wiki/Tanaka_Giichi,Baron Tanaka Giichi,田中 義一
https://en.wikipedia.org/wiki/Battle_of_Miyajima,The 1555 Battle of Miyajima,厳島合戦
https://en.wikipedia.org/wiki/Matsuo_Bash%C5%8D,Matsuo Bashō,松尾 芭蕉
https://en.wikipedia.org/wiki/Ryosuke_Yamada,Ryosuke Yamada,山田 涼介
https://en.wikipedia.org/wiki/Suzuka_Morita,Suzuka Morita,森田 涼花
https://en.wikipedia.org/wiki/Anna_Tsuchiya,Anna Tsuchiya,土屋 アンナ
https://en.wikipedia.org/wiki/Saig%C5%8D-no-Tsubone#Background,Lady Saigō,西郷局; 西郷の局 Saigō no Tsubone
https://en.wikipedia.org/wiki/Fumimaro_Konoe,Fumimaro Konoe,近衞 文麿
https://en.wikipedia.org/wiki/Takako_%C5%8Cta,Takako Ōta,太田貴子
https://en.wikipedia.org/wiki/Minami_Minegishi,Minami Minegishi,峯岸 みなみ
https://en.wikipedia.org/wiki/Saburo_Ienaga,Saburō Ienaga,家永 三郎
https://en.wikipedia.org/wiki/Tokugawa_Ietsuna,Tokugawa Ietsuna,徳川 家綱
https://en.wikipedia.org/wiki/Kazumasa_Oda,Kazumasa Oda,小田 和正
https://en.wikipedia.org/wiki/Ii_Naomori,Ii Naomori,井伊 直盛
https://en.wikipedia.org/wiki/Kimotsuki_Kanetsugu,Kimotsuki Kanetsugu,肝付 兼続
https://en.wikipedia.org/wiki/Yuu_Shirota,Yu Shirota,城田 優
https://en.wikipedia.org/wiki/Minamoto_no_Yorimitsu,Minamoto no Yorimitsu,源 頼光
https://en.wikipedia.org/wiki/Amago_Haruhisa,Amago Haruhisa,尼子 晴久
https://en.wikipedia.org/wiki/Nobusuke_Kishi,Nobusuke Kishi,岸 信介
https://en.wikipedia.org/wiki/H%C5%8Dj%C5%8D_Masako,Hōjō Masako,北条 政子
https://en.wikipedia.org/wiki/Sayumi_Michishige,Sayumi Michishige,道重 さゆみ
https://en.wikipedia.org/wiki/Eikichi_Yazawa,Eikichi Yazawa,矢沢 永吉
https://en.wikipedia.org/wiki/Masako_Mori_(enka_musician),Masako Mori,森 昌子
https://en.wikipedia.org/wiki/Oda_Nobutada,Oda Nobutada,織田 信忠
https://en.wikipedia.org/wiki/Mariya_Nishiuchi,Mariya Nishiuchi,西内 まりや
https://en.wikipedia.org/wiki/Ukichiro_Nakaya,Ukichiro Nakaya,中谷 宇吉郎
https://en.wikipedia.org/wiki/Goro_Shimura,Gorō Shimura,志村 五郎
https://en.wikipedia.org/wiki/Hideki_Yukawa,Hideki Yukawa,湯川 秀樹
https://en.wikipedia.org/wiki/Yamada_Yu,Yu Yamada,山田 優
https://en.wikipedia.org/wiki/Koike_Teppei,Teppei Koike,小池 徹平
https://en.wikipedia.org/wiki/Kikunae_Ikeda,Kikunae Ikeda,池田 菊苗
https://en.wikipedia.org/wiki/Matsudaira_Teru,Matsudaira Teru,松平 照
https://en.wikipedia.org/wiki/Peter_Doi,Peter Tatsuo Doi,土井 辰雄 Doi Tatsuo
https://en.wikipedia.org/wiki/Hitomi_(singer),Hitomi Furuya,古谷 仁美
https://en.wikipedia.org/wiki/Osachi_Hamaguchi,Hamaguchi Osachi,濱口 雄幸
https://en.wikipedia.org/wiki/Honda_Tadakatsu,Honda Tadakatsu,本多 忠勝
https://en.wikipedia.org/wiki/Kunihiko_Kodaira,Kunihiko Kodaira,小平 邦彦
https://en.wikipedia.org/wiki/Satoshi_Ohno,Satoshi Ohno,大野 智
https://en.wikipedia.org/wiki/Hikaru_Nishida,Hikaru Nishida,西田 ひかる
https://en.wikipedia.org/wiki/Shinz%C5%8D_Abe,Shinzo Abe,安倍 晋三
https://en.wikipedia.org/wiki/Yamagata_Aritomo,Gensui Prince Yamagata Aritomo,山縣 有朋
https://en.wikipedia.org/wiki/H%C5%8Dj%C5%8D_Tokimune,Hōjō Tokimune,北条 時宗
https://en.wikipedia.org/wiki/Tatsuro_Yamashita,Tatsurō Yamashita,山下 達郎
https://en.wikipedia.org/wiki/Linda_Yamamoto,Linda Yamamoto,山本リンダ
https://en.wikipedia.org/wiki/Miho_Nakayama,Miho Nakayama,中山 美穂
https://en.wikipedia.org/wiki/Kikkawa_Hiroie,Kikkawa Hiroie,吉川 広家
https://en.wikipedia.org/wiki/Chiune_Sugihara,Chiune Sugihara,杉原 千畝
https://en.wikipedia.org/wiki/Sakichi_Toyoda,Sakichi Toyoda,豊田 佐吉
https://en.wikipedia.org/wiki/Matsudaira_Katamori,Matsudaira Katamori,松平 容保
https://en.wikipedia.org/wiki/Yuya_Tegoshi,Yuya Tegoshi,手越 祐也
https://en.wikipedia.org/wiki/Shimazu_Yoshihiro,Shimazu Yoshihiro,島津 義弘
https://en.wikipedia.org/wiki/Masahiro_Nakai,Masahiro Nakai,中居 正広
https://en.wikipedia.org/wiki/Ayaka_Sasaki,Ayaka Sasaki,佐々木 彩夏
https://en.wikipedia.org/wiki/Yagy%C5%AB_J%C5%ABbei_Mitsuyoshi,Yagyū Jūbei Mitsuyoshi,柳生 十兵衞 三厳
https://en.wikipedia.org/wiki/Chisaki_Hama,Rika Izumi,泉 梨華
https://en.wikipedia.org/wiki/Sakai_Tadakiyo,Sakai Tadakiyo,酒井 忠清
https://en.wikipedia.org/wiki/Ken_Sakamura,Ken Sakamura,坂村 健
https://en.wikipedia.org/wiki/Serizawa_Kamo,Serizawa Kamo,芹沢 鴨
"https://en.wikipedia.org/wiki/LISA_(Japanese_musician,_born_1974)",Elizabeth Sakura Narita,成田・エリザベス・サクラ
https://en.wikipedia.org/wiki/Yukihiro_Torikai,Yukihiro Torikai,鳥飼 行博
https://en.wikipedia.org/wiki/Azai_Nagamasa,Azai Nagamasa,浅井 長政
https://en.wikipedia.org/wiki/Ii_Naoyuki,Naoyuki Ii,伊井 直行
https://en.wikipedia.org/wiki/Yamanami_Keisuke,Yamanami Keisuke,山南 敬助
https://en.wikipedia.org/wiki/Leo_Esaki,Reona Esaki,江崎 玲於奈 Esaki Reona
https://en.wikipedia.org/wiki/Oda_Nobukatsu,Oda Nobukatsu,織田 信雄
https://en.wikipedia.org/wiki/Eisai,Myōan Eisai/Yōsai,明菴栄西
https://en.wikipedia.org/wiki/Kiichiro_Toyoda,Kiichiro Toyoda,豊田 喜一郎 (とよだ きいちろう)
https://en.wikipedia.org/wiki/Watanabe_Kazan,Watanabe Kazan,渡辺 崋山
https://en.wikipedia.org/wiki/Minamoto_no_Noriyori,Minamoto no Noriyori,源 範頼
https://en.wikipedia.org/wiki/Miliyah_Kato,Miho Katō,加藤 美穂
https://en.wikipedia.org/wiki/Okita_S%C5%8Dji,Okita Sōji,沖田 総司
https://en.wikipedia.org/wiki/Nihonmatsu_Yoshitsugu,Nihonmatsu Yoshitsugu,二本松 義継
https://en.wikipedia.org/wiki/Nakayama_Miki,Nakayama Miki,中山 みき
https://en.wikipedia.org/wiki/Yuto_Nakajima,Yuto Nakajima,中島 裕翔
https://en.wikipedia.org/wiki/Koharu_Kusumi,Koharu Kusumi,久住 小春
https://en.wikipedia.org/wiki/Kij%C5%ABr%C5%8D_Shidehara,Baron Kijūrō Shidehara,幣原 喜重郎
https://en.wikipedia.org/wiki/Kuroda_Denta,Kuroda Denta,黒田 伝太
https://en.wikipedia.org/wiki/Minamoto_no_Yoshimitsu,Minamoto no Yoshimitsu,源 義光
https://en.wikipedia.org/wiki/Katagiri_Katsumoto,Katagiri Katsumoto,片桐 且元
https://en.wikipedia.org/wiki/Masaki_Sato,Masaki Satō,佐藤優樹
https://en.wikipedia.org/wiki/Chise_Nakamura,Chise Nakamura,中村 知世
https://en.wikipedia.org/wiki/Fukuzawa_Yukichi,Fukuzawa Yukichi,福澤 諭吉
https://en.wikipedia.org/wiki/Airi_Suzuki,Airi Suzuki,鈴木 愛理
https://en.wikipedia.org/wiki/Naoe_Kanetsugu,Naoe Kanetsugu,直江 兼続
https://en.wikipedia.org/wiki/Sowelu,Aki Harada,原田 亜希
https://en.wikipedia.org/wiki/Ch%C5%8Dsokabe_Nobuchika,Chōsokabe Nobuchika,長宗我部信親
https://en.wikipedia.org/wiki/Emyli,Emyli,エミリ
https://en.wikipedia.org/wiki/Tsuyoshi_Domoto,Tsuyoshi Domoto,堂本 剛
https://en.wikipedia.org/wiki/Jujiro_Matsuda,Jujiro Matsuda,松田 重次郎
https://en.wikipedia.org/wiki/Kei_Inoo,Kei Inoo,伊野尾 慧
https://en.wikipedia.org/wiki/Takeda_Katsuyori,Takeda Katsuyori,武田 勝頼
https://en.wikipedia.org/wiki/Yamamoto_Gonnohy%C5%8De,Yamamoto Gonbee,山本 權兵衞
https://en.wikipedia.org/wiki/Shiro_Kawase,Shiro Kawase,河瀬 四郎
https://en.wikipedia.org/wiki/Michio_Suzuki_(inventor),Michio Suzuki,鈴木 道雄
https://en.wikipedia.org/wiki/Miyavi,Takamasa Ishihara,石原 崇雅
https://en.wikipedia.org/wiki/Akechi_Mitsuhide,Akechi Mitsuhide,明智 光秀
https://en.wikipedia.org/wiki/Fumio_Hayashi,Fumio Hayashi,林 文夫
https://en.wikipedia.org/wiki/Takano_Iwasaburo,Takano Iwasaburo,高野 岩三郎
https://en.wikipedia.org/wiki/Sakae_%C5%8Cba,Sakae Ōba,大場 栄
https://en.wikipedia.org/wiki/Soichiro_Honda,Soichiro Honda,本田 宗一郎
https://en.wikipedia.org/wiki/Marcus_Tulio_Tanaka,Marcus Tulio Tanaka,田中 マルクス 闘莉王
https://en.wikipedia.org/wiki/Jun_Natsukawa,Jun Natsukawa,夏川 純
https://en.wikipedia.org/wiki/Rie_Kitahara,Rie Kitahara,北原 里英
https://en.wikipedia.org/wiki/Yasuhiro_Nakasone,Yasuhiro Nakasone,中曽根 康弘
https://en.wikipedia.org/wiki/Mori_Arinori,Viscount Mori Arinori,森 有礼
https://en.wikipedia.org/wiki/Iwanari_Tomomichi,Iwanari Tomomichi,岩成 友通
https://en.wikipedia.org/wiki/Enomoto_Takeaki,Viscount Enomoto Takeaki,榎本 武揚
https://en.wikipedia.org/wiki/Imagawa_Yoshimoto,Imagawa Yoshimoto,今川 義元
https://en.wikipedia.org/wiki/Ted_Fujita,Tetsuya Theodore Fujita,藤田 哲也
https://en.wikipedia.org/wiki/Daisetz_Teitaro_Suzuki,Daisetsu Teitaro Suzuki,鈴木 大拙 貞太郎 Suzuki Daisetsu Teitarō
https://en.wikipedia.org/wiki/Mikimoto_K%C5%8Dkichi,Mikimoto Kōkichi,御木本 幸吉
https://en.wikipedia.org/wiki/S%C5%8Dsuke_Uno,Sōsuke Uno,宇野 宗佑
https://en.wikipedia.org/wiki/Megumi_Hayashibara,Megumi Hayashibara,林原 めぐみ
https://en.wikipedia.org/wiki/Miyoshi_Ch%C5%8Dkei,Miyoshi Nagayoshi,三好 長慶
https://en.wikipedia.org/wiki/Sanada_Yukimura,Sanada Yukimura,真田 幸村
https://en.wikipedia.org/wiki/Iizasa_Ienao,Iizasa Chōisai Ienao,飯篠 長威斉 家直
https://en.wikipedia.org/wiki/Asakura_Yoshikage,Asakura Yoshikage,朝倉 義景
https://en.wikipedia.org/wiki/Naoto_Kan,Naoto Kan,菅 直人
https://en.wikipedia.org/wiki/Minamoto_no_Yoritomo,Minamoto no Yoritomo,源 頼朝
https://en.wikipedia.org/wiki/Tokugawa_Yoshinobu,Prince Tokugawa Yoshinobu,徳川 慶喜
https://en.wikipedia.org/wiki/Kanako_Momota,Kanako Momota,百田 夏菜子
https://en.wikipedia.org/wiki/Hirate_Masahide,Hirate Masahide,平手 政秀
https://en.wikipedia.org/wiki/Harumi_Kurihara,Harumi Kurihara,栗原 はるみ
https://en.wikipedia.org/wiki/Kanda_Nobuo,Professor Nobuo Kanda,神田 信夫
https://en.wikipedia.org/wiki/Uchimura_Kanzo,Uchimura Kanzō,内村 鑑三
https://en.wikipedia.org/wiki/Wakatsuki_Reijir%C5%8D,Baron Wakatsuki Reijirō,若槻 禮次郎
https://en.wikipedia.org/wiki/Masaki_Kashiwara,Masaki Kashiwara,柏原 正樹
https://en.wikipedia.org/wiki/Morihiro_Hosokawa,Morihiro Hosokawa,細川 護煕
https://en.wikipedia.org/wiki/Ch%C5%8Dsokabe_Morichika,Chōsokabe Morichika,長宗我部 盛親
https://en.wikipedia.org/wiki/Yasuyuki_Okamura,Yasuyuki Okamura,岡村靖幸
https://en.wikipedia.org/wiki/Prince_Naruhiko_Higashikuni,General Prince Naruhiko Higashikuni,東久邇宮稔彦王
https://en.wikipedia.org/wiki/Manabe_Akifusa,Manabe Akifusa,間部 詮房
https://en.wikipedia.org/wiki/Toma_Ikuta,Toma Ikuta,生田 斗真
https://en.wikipedia.org/wiki/Takeshi_Kaneshiro,Takeshi Kaneshiro,金城 武
https://en.wikipedia.org/wiki/Tomohisa_Yamashita,Tomohisa Yamashita,山下 智久
https://en.wikipedia.org/wiki/Yoshir%C5%8D_Mori,Yoshirō Mori,森 喜朗
https://en.wikipedia.org/wiki/Toshiki_Kadomatsu,Toshiki Kadomatsu,角松 敏生
https://en.wikipedia.org/wiki/Takeda_Nobushige,Takeda Nobushige,武田 信繁
https://en.wikipedia.org/wiki/Yoko_Matsugane,Yoko Matsugane,松金 ようこ
https://en.wikipedia.org/wiki/Crystal_Kay,Crystal Kay Williams,クリスタル・ケイ・ウィリアムズ
https://en.wikipedia.org/wiki/Nagao_Harukage,Nagao Harukage,長尾 晴景
https://en.wikipedia.org/wiki/Sakuma_Nobumori,Sakuma Nobumori,佐久間 信盛
https://en.wikipedia.org/wiki/Inoue_Waka,Waka Inoue,井上 和香
https://en.wikipedia.org/wiki/Airi_%C5%8Ctsu,Eri Ōtsu,大津愛梨
https://en.wikipedia.org/wiki/Yamagata_Masakage,Yamagata Masakage,山県 昌景
https://en.wikipedia.org/wiki/Sait%C5%8D_Makoto,"Viscount Saitō Makoto, GCB",斎藤 実
https://en.wikipedia.org/wiki/Keiz%C5%8D_Obuchi,Keizō Obuchi,小渕 恵三
https://en.wikipedia.org/wiki/Hara_Takashi,Hara Takashi,原 敬
https://en.wikipedia.org/wiki/Nagao_Tamekage,Nagao Tamekage,長尾 為景
https://en.wikipedia.org/wiki/Joseph_Asajiro_Satowaki,Joseph Asajirô Satowaki,里脇 浅次郎 Satowaki Asajirō
https://en.wikipedia.org/wiki/Koji_Ota,Koji Ota,太田 幸司
https://en.wikipedia.org/wiki/Minami_Takahashi,Minami Takahashi,高橋 みなみ
https://en.wikipedia.org/wiki/Tar%C5%8D_As%C5%8D,Tarō Asō,麻生 太郎
https://en.wikipedia.org/wiki/Yukiko_Okada,Yukiko Okada,岡田 有希子
https://en.wikipedia.org/wiki/Kanako_Enomoto,Kanako Enomoto,榎本 加奈子 Enomoto Kanako
https://en.wikipedia.org/wiki/Taira_no_Masakado,Taira no Masakado,平 将門
https://en.wikipedia.org/wiki/Hirofumi_Yamashita,Hirofumi Yamashita,山下 弘文
https://en.wikipedia.org/wiki/Kumi_Koda,Kumiko Kōda,神田 來未子
https://en.wikipedia.org/wiki/Riyo_Mori,Riyo Mori,森 理世
https://en.wikipedia.org/wiki/Takayama_Ukon,Justo Takayama Ukon,ジュスト高山右近
https://en.wikipedia.org/wiki/Megumi_Nakajima,Megumi Nakajima,中島 愛
https://en.wikipedia.org/wiki/Oda_Nobuhide,Oda Nobuhide,織田 信秀
https://en.wikipedia.org/wiki/Ayaka_Hirahara,Ayaka Hirahara,平原 綾香
https://en.wikipedia.org/wiki/Tomoyasu_Hotei,Tomoyasu Hotei,布袋 寅泰
https://en.wikipedia.org/wiki/Oda_Nobutomo,Oda Nobutomo,織田 信友
https://en.wikipedia.org/wiki/Keisuke_Kuwata,Keisuke Kuwata,桑田 佳祐
https://en.wikipedia.org/wiki/Kaneko_Ietada,Kaneko Ietada,金子 家忠
https://en.wikipedia.org/wiki/Date_clan,The Date clan,伊達氏
https://en.wikipedia.org/wiki/Masumi_Okada,Masumi Okada,岡田眞澄
https://en.wikipedia.org/wiki/Sakamoto_Ry%C5%8Dma,Sakamoto Ryōma,坂本龍馬
https://en.wikipedia.org/wiki/Katsura_Tar%C5%8D,Prince Katsura Tarō,桂 太郎
https://en.wikipedia.org/wiki/Sagara_Taket%C5%8D,Sagara Taketō,相良 武任
https://en.wikipedia.org/wiki/Waka_Inoue,Waka Inoue,井上 和香
https://en.wikipedia.org/wiki/Hatano_Hideharu,Hatano Hideharu,波多野 秀治 Hatano Hideharu
https://en.wikipedia.org/wiki/Takeo_Yoshikawa,Takeo Yoshikawa,吉川 猛夫
https://en.wikipedia.org/wiki/Reina_Tanaka,Reina Tanaka,田中 れいな
https://en.wikipedia.org/wiki/Eiji_Toyoda,Eiji Toyoda AC,豊田 英二
https://en.wikipedia.org/wiki/Ichir%C5%8D_Hatoyama,Ichirō Hatoyama,鳩山 一郎
https://en.wikipedia.org/wiki/Becky_(television_personality),Rebecca Eri Rabone,レベッカ・英里・レイボーン
https://en.wikipedia.org/wiki/Itagaki_Taisuke,Count Itagaki Taisuke,板垣 退助
https://en.wikipedia.org/wiki/Kido_Takayoshi,Kido Takayoshi,木戸 孝允
https://en.wikipedia.org/wiki/Kanji_Ishiwara,"Head of G-1, General Staff Office",石原 莞爾
https://en.wikipedia.org/wiki/Tokugawa_Ienari,Tokugawa Ienari,徳川 家斉
https://en.wikipedia.org/wiki/Yuka_Murofushi,Yuka Murofushi,室伏 由佳
https://en.wikipedia.org/wiki/Mino_Monta,Monta Mino,みの もんた
https://en.wikipedia.org/wiki/Hosokawa_Tadaoki,Hosokawa Tadaoki,細川 忠興
https://en.wikipedia.org/wiki/Shimazu_Katsuhisa,Shimazu Katsuhisa,島津 勝久
https://en.wikipedia.org/wiki/Nakagawa_Kiyohide,Nakagawa Kiyohide,中川 清秀
https://en.wikipedia.org/wiki/Ii_Naotaka,Ii Naotaka,井伊 直孝
https://en.wikipedia.org/wiki/Thelma_Aoyama,Thelma Aoyama,青山 テルマ
https://en.wikipedia.org/wiki/Hiroki_Uchi,Hiroki Uchi,内 博貴
https://en.wikipedia.org/wiki/%C5%8Cuchi_Yoshitaka,Ōuchi Yoshitaka,大内 義隆
https://en.wikipedia.org/wiki/Ogasawara_Sh%C5%8Dsai,Ogasawara Shōsai,小笠原 少斎
https://en.wikipedia.org/wiki/K%C5%ABkai,Kūkai,空海
https://en.wikipedia.org/wiki/Yasujiro_Niwa,'Yasujiro Niwa,丹羽 保次郎
https://en.wikipedia.org/wiki/Sakai_Tadashige,Sakai Tadashige,酒井忠績
https://en.wikipedia.org/wiki/Katori_Shingo,Shingo Katori,香取 慎吾
https://en.wikipedia.org/wiki/%C5%8Ckuma_Shigenobu,Marquess Ōkuma Shigenobu,大隈 重信
https://en.wikipedia.org/wiki/Kuroda_Kiyotaka,Count Kuroda Kiyotaka,黒田 清隆
https://en.wikipedia.org/wiki/Yuki_Kashiwagi,Yuki Kashiwagi,柏木 由紀
https://en.wikipedia.org/wiki/Yuma_Nakayama,Yuma Nakayama,中山 優馬
https://en.wikipedia.org/wiki/%C5%8Coka_Tadasuke,Ōoka Tadasuke,大岡 忠相
https://en.wikipedia.org/wiki/Saig%C5%8D_Takamori,Saigō Takamori,西鄕 隆盛 (隆永)
https://en.wikipedia.org/wiki/Ayumi_Hamasaki,Ayumi Hamasaki,浜崎あゆみ
https://en.wikipedia.org/wiki/Hirotoshi_Honda,Hirotoshi Honda,本田 博俊
https://en.wikipedia.org/wiki/Tokugawa_Hidetada,Tokugawa Hidetada,徳川 秀忠
https://en.wikipedia.org/wiki/Seika_Furuhata,Seika Furuhata,古畑 星夏
https://en.wikipedia.org/wiki/Nitobe_Inaz%C5%8D,Nitobe Inazō,新渡戸 稲造
https://en.wikipedia.org/wiki/Tokugawa_Iemochi,Tokugawa Iemochi,徳川 家茂
https://en.wikipedia.org/wiki/Maeda_Atsuko,Atsuko Maeda,前田 敦子
https://en.wikipedia.org/wiki/Kobayakawa_Takakage,Kobayakawa Takakage,小早川 隆景
https://en.wikipedia.org/wiki/Reon_Kadena,Reon Kadena,かでな れおん
https://en.wikipedia.org/wiki/Teiji_Takagi,Teiji Takagi,高木 貞治 Takagi Teiji
https://en.wikipedia.org/wiki/Shimazu_Tadayoshi,Shimazu Tadayoshi,島津 忠良
https://en.wikipedia.org/wiki/Tani_Tateki,Viscount Tani Tateki,谷 干城
https://en.wikipedia.org/wiki/Yamada_Nagamasa,Yamada Nagamasa,山田 長政
https://en.wikipedia.org/wiki/Yoshihiko_Kikuchi,Yoshihiko Kikuchi,菊地良彦
https://en.wikipedia.org/wiki/Takeda_Shingen,Takeda Shingen,武田 信玄
https://en.wikipedia.org/wiki/Honganji_Kennyo,Kōsa,光佐
https://en.wikipedia.org/wiki/Subaru_Shibutani,Subaru Shibutani,渋谷 すばる
https://en.wikipedia.org/wiki/Shoko_Nakagawa,Shoko Nakagawa,中川 翔子
https://en.wikipedia.org/wiki/Masayoshi_%C5%8Chira,Masayoshi Ōhira,大平 正芳
https://en.wikipedia.org/wiki/Tsutomu_Hata,Tsutomu Hata,羽田 孜
https://en.wikipedia.org/wiki/Goto_Maki,Maki Goto,後藤 真希
https://en.wikipedia.org/wiki/Kat%C5%8D_Takaaki,Count Katō Takaaki,加藤 高明
https://en.wikipedia.org/wiki/Atsuko_Maeda,Atsuko Maeda,前田 敦子
https://en.wikipedia.org/wiki/Ebihara_Yuri,Yuri Ebihara,蛯原 友里
https://en.wikipedia.org/wiki/Yuna_Ito,Yuna Ito,伊藤 由奈
https://en.wikipedia.org/wiki/Saijo_Hideki,Hideki Saijō,西城 秀樹
https://en.wikipedia.org/wiki/Kotaro_Honda,Kotaro Honda,本多 光太郎
https://en.wikipedia.org/wiki/Tetsu_Katayama,Tetsu Katayama,片山 哲
https://en.wikipedia.org/wiki/Mari_Amachi,Mari Amachi,天地 真理
https://en.wikipedia.org/wiki/Noriko_Sakai,Noriko Sakai,酒井 法子
https://en.wikipedia.org/wiki/Hosokawa_Fujitaka,Hosokawa Fujitaka,細川 藤孝
https://en.wikipedia.org/wiki/Ayaka,Ayaka Iida,飯田 絢香
https://en.wikipedia.org/wiki/Gam%C5%8D_Katahide,Gamō Katahide,蒲生 賢秀
https://en.wikipedia.org/wiki/Shinohara_Tomoe,Tomoe Shinohara,篠原ともえ
https://en.wikipedia.org/wiki/Keiko_Kitagawa,Keiko Kitagawa,北川 景子
https://en.wikipedia.org/wiki/Ankokuji_Ekei,Ankokuji Ekei,安国寺 恵瓊
https://en.wikipedia.org/wiki/Nagakura_Shinpachi,Nagakura Shinpachi,永倉 新八
https://en.wikipedia.org/wiki/Mayu_Watanabe,Mayu Watanabe,渡辺 麻友
https://en.wikipedia.org/wiki/Nikk%C5%8D_(priest),Nikkō Shōnin,日興上人
https://en.wikipedia.org/wiki/Aya_Hirano,Aya Hirano,平野 綾
https://en.wikipedia.org/wiki/Takechi_Hanpeita,Takechi Zuizan,武市 瑞山
https://en.wikipedia.org/wiki/Minamoto_no_Yorimasa,Minamoto no Yorimasa,源 頼政
https://en.wikipedia.org/wiki/Chieko_Kawabe,Chieko Ochi,越智 千恵子
https://en.wikipedia.org/wiki/Hitoshi_Ashida,Hitoshi Ashida,芦田 均
https://en.wikipedia.org/wiki/Yasuma_Takada,Yasuma Takata,高田 保馬
https://en.wikipedia.org/wiki/MINMI,Michiko Evwana,ミンミ
https://en.wikipedia.org/wiki/Yukio_Tsuda_(professor),Yukio Tsuda,津田 幸男
https://en.wikipedia.org/wiki/Saig%C5%8D-no-Tsubone,Lady Saigō,西郷局; 西郷の局 Saigō no Tsubone
https://en.wikipedia.org/wiki/Momoka_Ariyasu,Momoka Ariyasu,有安 杏果
https://en.wikipedia.org/wiki/Mizuki_Fukumura,Mizuki Fukumura,譜久村 聖
https://en.wikipedia.org/wiki/Uesugi_Kagetora,Uesugi Kagetora,上杉 景虎
https://en.wikipedia.org/wiki/Magdalene_of_Nagasaki,Magdalene of Nagasaki,長崎のマグダレナ
https://en.wikipedia.org/wiki/Akao_Kiyotsuna,Akao Kiyotsuna,赤尾 清綱
https://en.wikipedia.org/wiki/Takahiro_Kawai,Takahiro Kawai,河合 隆裕
https://en.wikipedia.org/wiki/Yamauchi_Kazutoyo,Yamauchi Kazutoyo,山内 一豊 （やまうち かつとよ）
